Policyholder_Number,Security_Code,ISIN,Other_Security_ID,ID_Type,Asset_Name,Acq_Cost_in_GBP,Cash_Value_in_GBP,Bid_Value_in_GBP,Accrued_Interest,Holding,Loc_Bid_Price,Currency_Local
ID-482C0D98,CASH_EUR,,,sedol_isin,Cash,0.00,42.84,,0.00,,,EUR
ID-482C0D98,CASH_GBP,,,sedol_isin,Cash,0.00,271061.00,,0.00,,,GBP
ID-482C0D98,CASH_GBP,,,sedol_isin,Cash,0.00,40945.42,,0.00,,,GBP
ID-482C0D98,CASH_GBP,,,sedol_isin,Cash,0.00,38.59,,0.00,,,GBP
ID-482C0D98,CASH_USD,,,sedol_isin,Cash,0.00,107.79,,0.00,,,USD
ID-482C0D98,IE000S9YS762,IE000S9YS762,,sedol_isin,LINDE PLC,0.00,0.00,2232.60,0.00,6.00,426.39,EUR
ID-482C0D98,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,96433.51,0.00,19696.00,6.60,USD
ID-482C0D98,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,24297.56,0.00,214.00,113.54,GBP
ID-482C0D98,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,76249.72,0.00,17.20,5973.19,USD
ID-49447800,BMB3JY8,IE00BMB3JY80,,sedol_isin,ATLANTIC HOUSE D/RET I £,0.00,0.00,203857.54,0.00,169190.42,1.20,GBP
ID-49447800,BP4VN15,GB00BP4VN154,,sedol_isin,SVS BROWN SHIP BAL A DIS,0.00,0.00,843099.89,0.00,572524.71,1.47,GBP
ID-49447800,CASH_GBP,,,sedol_isin,Cash,0.00,8324.42,,0.00,,,GBP
ID-49447800,CASH_GBP,,,sedol_isin,Cash,0.00,10805.82,,0.00,,,GBP
ID-51CFE48B,3250330,GB0032503301,,sedol_isin,SVS BROWN SHIP GWTH A DIS,0.00,0.00,525266.99,0.00,146464.88,3.59,GBP
ID-51CFE48B,BFLR220,IE00BFLR2202,,sedol_isin,ATLANTIC HOUSE DEFRET B£,0.00,0.00,30591.04,0.00,13438.93,2.28,GBP
ID-51CFE48B,BMCDD67,IE00BMCDD674,,sedol_isin,GEMPC ATLN A HDG GBP,0.00,0.00,30655.13,0.00,25088.08,1.22,GBP
ID-51CFE48B,CASH_GBP,,,sedol_isin,Cash,0.00,195.61,,0.00,,,GBP
ID-51CFE48B,TPY0139,IE000B8NX8P7,,sedol_isin,QUINTET DEFINED RETURNS I,0.00,0.00,30847.54,0.00,25275.15,1.22,GBP
ID-5239842B,BP4VN04,GB00BP4VN048,,sedol_isin,SVS BROWN SHIP BAL A CAP,0.00,0.00,208423.59,0.00,120727.29,1.73,GBP
ID-5239842B,CASH_GBP,,,sedol_isin,Cash,0.00,400.92,,0.00,,,GBP
ID-54C6E392,3250415,GB0032504150,,sedol_isin,SVS BROWN SHIP DYN A CAP,0.00,0.00,231534.51,0.00,51738.40,4.48,GBP
ID-54C6E392,CASH_GBP,,,sedol_isin,Cash,0.00,53.95,,0.00,,,GBP
ID-56B8DC63,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,42341.46,0.00,4380.00,9.67,GBP
ID-56B8DC63,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,27082.22,0.00,2728.00,9.93,GBP
ID-56B8DC63,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,8907.23,0.00,104.00,115.40,USD
ID-56B8DC63,BCDBVY4,LU0953998605,,sedol_isin,JANUS HEN ABS RET I2 GBP,0.00,0.00,2315.84,0.00,142.00,16.31,GBP
ID-56B8DC63,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,12256.02,0.00,824.00,17.04,EUR
ID-56B8DC63,BDCNS92,LU1373034930,,sedol_isin,BRSF GBL EV DRIVEN D2£HDG,0.00,0.00,1459.54,0.00,10.40,140.34,GBP
ID-56B8DC63,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,2652.44,0.00,14.00,189.46,GBP
ID-56B8DC63,BF6SWG2,IE00BF6SWG20,,sedol_isin,RV CAPITAL ASIA OPP A GBP,0.00,0.00,1108.56,0.00,9189.00,0.12,GBP
ID-56B8DC63,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,1312.48,0.00,10.09,130.08,GBP
ID-56B8DC63,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,1659.20,0.00,16.00,103.70,GBP
ID-56B8DC63,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,19665.54,0.00,679.00,28.96,GBP
ID-56B8DC63,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,10471.76,0.00,1176.00,12.00,USD
ID-56B8DC63,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,47440.40,0.00,6732.00,7.05,GBP
ID-56B8DC63,BMCMT66,IE000PBSSTH3,,sedol_isin,QMM US EQUITY GBP DIS,0.00,0.00,35150.44,0.00,2935.00,11.98,GBP
ID-56B8DC63,BMCMT88,IE000V470LW0,,sedol_isin,QMM US EQUITY GBPH DIS,0.00,0.00,34196.17,0.00,2664.00,12.84,GBP
ID-56B8DC63,BMCMTH7,IE000LNGBWW1,,sedol_isin,QMM CONT EURO EQ GBPH DIS,0.00,0.00,26958.95,0.00,2536.00,10.63,GBP
ID-56B8DC63,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,15069.86,0.00,1433.00,10.52,GBP
ID-56B8DC63,BMCMTY4,IE000N0WGY67,,sedol_isin,QMM GLB HY CORP GBPH DIS,0.00,0.00,24951.50,0.00,2345.00,10.64,GBP
ID-56B8DC63,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,2402.75,0.00,19.15,125.47,GBP
ID-56B8DC63,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,4125.13,0.00,37.00,111.49,GBP
ID-56B8DC63,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,36343.90,0.00,76.00,547.98,EUR
ID-56B8DC63,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,4627.26,0.00,380.00,12.18,GBP
ID-56B8DC63,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,12216.78,0.00,1448.00,8.44,GBP
ID-56B8DC63,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,2935.38,0.00,14.00,209.67,GBP
ID-56B8DC63,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,7405.80,0.00,30.00,246.86,GBP
ID-56B8DC63,CASH_GBP,,,sedol_isin,Cash,0.00,5211.09,,0.00,,,GBP
ID-56B8DC63,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,22600.38,0.00,4616.00,6.60,USD
ID-56B8DC63,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,8288.42,0.00,73.00,113.54,GBP
ID-56B8DC63,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,14717.97,0.00,3.32,5973.19,USD
ID-56B8DC63,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,2630.28,0.00,24.98,105.30,GBP
ID-5BB18400,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,35071.88,0.00,3628.00,9.67,GBP
ID-5BB18400,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,73294.73,0.00,7383.00,9.93,GBP
ID-5BB18400,B4WXJK7,IE00B4WXJK79,,sedol_isin,ISHARESIII FTSE UK GIL0-5,0.00,0.00,22284.13,0.00,173.00,128.81,GBP
ID-5BB18400,BCZRLN9,LU0973214777,,sedol_isin,JANUS HEN ABS RET G1 GBP,0.00,0.00,3912.73,0.00,526563.00,0.01,GBP
ID-5BB18400,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,11571.82,0.00,778.00,17.04,EUR
ID-5BB18400,BDZVH85,IE00BDZVH859,,sedol_isin,ISHARES II USD TIPS £ ETF,0.00,0.00,10338.74,0.00,2135.00,4.84,GBP
ID-5BB18400,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,4357.58,0.00,23.00,189.46,GBP
ID-5BB18400,BF6SWG2,IE00BF6SWG20,,sedol_isin,RV CAPITAL ASIA OPP A GBP,0.00,0.00,2467.09,0.00,20.45,120.64,GBP
ID-5BB18400,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,2601.54,0.00,20.00,130.08,GBP
ID-5BB18400,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,2799.91,0.00,27.00,103.70,GBP
ID-5BB18400,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,16624.48,0.00,574.00,28.96,GBP
ID-5BB18400,BK74KV5,IE00BK74KV56,,sedol_isin,ISHARES €CORP BD SRI ETF£,0.00,0.00,10435.43,0.00,2145.00,4.87,GBP
ID-5BB18400,BK8M8N6,IE00BK8M8N66,,sedol_isin,BLACKROCK ICS £ LIQ HERIT,0.00,0.00,6786.65,0.00,58.00,117.01,GBP
ID-5BB18400,BKPV6D2,LU2183780134,,sedol_isin,AMUNDI US CORP BD ESG IHG,0.00,0.00,5035.33,0.00,6263.00,0.80,GBP
ID-5BB18400,BKT7175,XS2115336336,,sedol_isin,HANETF-ETC-ROY MINT PERP,0.00,0.00,6844.14,0.00,214.00,43.09,USD
ID-5BB18400,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,46601.81,0.00,6613.00,7.05,GBP
ID-5BB18400,BMB3JY8,IE00BMB3JY80,,sedol_isin,ATLANTIC HOUSE D/RET I £,0.00,0.00,107838.55,0.00,89500.00,1.20,GBP
ID-5BB18400,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,40238.55,0.00,3337.00,12.06,GBP
ID-5BB18400,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,18410.29,0.00,1425.00,12.92,GBP
ID-5BB18400,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,24821.49,0.00,2263.00,10.97,GBP
ID-5BB18400,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,24913.11,0.00,2369.00,10.52,GBP
ID-5BB18400,BMCMTY4,IE000N0WGY67,,sedol_isin,QMM GLB HY CORP GBPH DIS,0.00,0.00,31133.52,0.00,2926.00,10.64,GBP
ID-5BB18400,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,4265.98,0.00,34.00,125.47,GBP
ID-5BB18400,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,7246.85,0.00,65.00,111.49,GBP
ID-5BB18400,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,27257.93,0.00,57.00,547.98,EUR
ID-5BB18400,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,11052.47,0.00,1310.00,8.44,GBP
ID-5BB18400,BVYTYH4,IE00BQQP9F84,,sedol_isin,VANECK GOLD MIN A$ ETF,0.00,0.00,3602.58,0.00,57.00,85.16,USD
ID-5BB18400,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,5241.75,0.00,25.00,209.67,GBP
ID-5BB18400,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,5677.78,0.00,23.00,246.86,GBP
ID-5BB18400,BZ4TGQ5,LU1603215044,,sedol_isin,BRSF GBL EV DRIVEN I5 HDG,0.00,0.00,2434.08,0.00,18.30,133.01,GBP
ID-5BB18400,CASH_GBP,,,sedol_isin,Cash,0.00,4.39,,0.00,,,GBP
ID-5BB18400,CASH_GBP,,,sedol_isin,Cash,0.00,1802.94,,0.00,,,GBP
ID-5BB18400,CASH_GBP,,,sedol_isin,Cash,0.00,8676.88,,0.00,,,GBP
ID-5BB18400,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,12465.46,0.00,2546.00,6.60,USD
ID-5BB18400,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,10899.84,0.00,96.00,113.54,GBP
ID-5BB18400,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,18175.80,0.00,4.10,5973.19,USD
ID-5BB18400,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,7370678.00,0.00,7.00,1052954.00,GBP
ID-60D2B95F,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,74029.89,0.00,7658.00,9.67,GBP
ID-60D2B95F,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,5559.40,0.00,560.00,9.93,GBP
ID-60D2B95F,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,14388.60,0.00,168.00,115.40,USD
ID-60D2B95F,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,31547.35,0.00,2121.00,17.04,EUR
ID-60D2B95F,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,22532.83,0.00,778.00,28.96,GBP
ID-60D2B95F,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,46446.17,0.00,5216.00,12.00,USD
ID-60D2B95F,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,94831.48,0.00,13457.00,7.05,GBP
ID-60D2B95F,BMCMT55,IE0007L4ZKN0,,sedol_isin,QMM US EQUITY GBP ACC,0.00,0.00,54841.15,0.00,4548.00,12.06,GBP
ID-60D2B95F,BMCMT77,IE000KY07VI3,,sedol_isin,QMM US EQUITY GBPH ACC,0.00,0.00,99635.18,0.00,7712.00,12.92,GBP
ID-60D2B95F,BMCMTG6,IE0005ROYD13,,sedol_isin,QMM CONT EURO EQ GBPH ACC,0.00,0.00,63485.10,0.00,5788.00,10.97,GBP
ID-60D2B95F,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,27352.90,0.00,2601.00,10.52,GBP
ID-60D2B95F,BMCMTY4,IE000N0WGY67,,sedol_isin,QMM GLB HY CORP GBPH DIS,0.00,0.00,27664.78,0.00,2600.00,10.64,GBP
ID-60D2B95F,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,85599.46,0.00,179.00,547.98,EUR
ID-60D2B95F,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,14015.73,0.00,1151.00,12.18,GBP
ID-60D2B95F,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,25496.61,0.00,3022.00,8.44,GBP
ID-60D2B95F,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,16045.90,0.00,65.00,246.86,GBP
ID-60D2B95F,CASH_GBP,,,sedol_isin,Cash,0.00,16455.67,,0.00,,,GBP
ID-60D2B95F,IE00BDQZMX67,IE00BDQZMX67,,sedol_isin,UBS MSCI ACWI UNI ETF USD,0.00,0.00,3083.55,0.00,239.00,17.38,USD
ID-60D2B95F,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,45313.37,0.00,9255.00,6.60,USD
ID-60D2B95F,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,11126.92,0.00,98.00,113.54,GBP
ID-60D2B95F,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,40230.59,0.00,9075.00,5.97,USD
ID-6173A484,0504245,IE0005042456,,sedol_isin,ISHARES CORE FTSE 100 ETF,0.00,0.00,53236.17,0.00,5507.00,9.67,GBP
ID-6173A484,B1G52Y3,IE00B1FZSB30,,sedol_isin,ISHARES CORE UK GILTS ETF,0.00,0.00,34150.60,0.00,3440.00,9.93,GBP
ID-6173A484,B53H013,IE00B53H0131,,sedol_isin,UBSCMCI COMPOSITE A USD,0.00,0.00,11390.98,0.00,133.00,115.40,USD
ID-6173A484,BCDBVY4,LU0953998605,,sedol_isin,JANUS HEN ABS RET I2 GBP,0.00,0.00,2886.64,0.00,177.00,16.31,GBP
ID-6173A484,BD3J2B9,LU1291102447,,sedol_isin,BNPP MSCI JAPAN ESG ETF,0.00,0.00,15870.36,0.00,1067.00,17.04,EUR
ID-6173A484,BDCNS92,LU1373034930,,sedol_isin,BRSF GBL EV DRIVEN D2£HDG,0.00,0.00,1684.08,0.00,12.00,140.34,GBP
ID-6173A484,BF2V2C1,LU1725201468,,sedol_isin,SCHRODER GAIA CONT C HDG£,0.00,0.00,3220.82,0.00,17.00,189.46,GBP
ID-6173A484,BF6SWG2,IE00BF6SWG20,,sedol_isin,RV CAPITAL ASIA OPP A GBP,0.00,0.00,1557.82,0.00,12913.00,0.12,GBP
ID-6173A484,BFWY8B1,IE00BFWY8B17,,sedol_isin,AMUNDI/SANDLER US SI GBP,0.00,0.00,1684.43,0.00,129495.00,0.01,GBP
ID-6173A484,BG08P77,IE00BG08P774,,sedol_isin,MONTLAKE COOPER N/AM POOL,0.00,0.00,1970.30,0.00,19.00,103.70,GBP
ID-6173A484,BG0TQC2,IE00BG0TQC25,,sedol_isin,INVESCO MKT UK GILTS ETF,0.00,0.00,25458.04,0.00,879.00,28.96,GBP
ID-6173A484,BHZPJ89,IE00BHZPJ890,,sedol_isin,ISHS MSCI USA ESG CTB ETF,0.00,0.00,13454.79,0.00,1511.00,12.00,USD
ID-6173A484,BM92QJ1,IE000LZ4F7J0,,sedol_isin,ISHS MSCIESG CTB ETF HDG?,0.00,0.00,60702.86,0.00,8614.00,7.05,GBP
ID-6173A484,BMCMT66,IE000PBSSTH3,,sedol_isin,QMM US EQUITY GBP DIS,0.00,0.00,44204.52,0.00,3691.00,11.98,GBP
ID-6173A484,BMCMT88,IE000V470LW0,,sedol_isin,QMM US EQUITY GBPH DIS,0.00,0.00,45453.69,0.00,3541.00,12.84,GBP
ID-6173A484,BMCMTH7,IE000LNGBWW1,,sedol_isin,QMM CONT EURO EQ GBPH DIS,0.00,0.00,34655.43,0.00,3260.00,10.63,GBP
ID-6173A484,BMCMTR7,IE000R3U28Q9,,sedol_isin,QMM GL IG CREDIT GBPH DIS,0.00,0.00,18655.92,0.00,1774.00,10.52,GBP
ID-6173A484,BMCMTX3,IE000HR61W43,,sedol_isin,QMM GLB HY CORP GBPH ACC,0.00,0.00,32414.39,0.00,2784.00,11.64,GBP
ID-6173A484,BNGJH55,IE00BNGJH556,,sedol_isin,GRAHAM MACRO K GBP,0.00,0.00,2984.93,0.00,23.79,125.47,GBP
ID-6173A484,BNTWDJ7,LU2589021224,,sedol_isin,LUMYNA HBK B,0.00,0.00,5128.54,0.00,46.00,111.49,GBP
ID-6173A484,BQTXCZ0,IE000QQ8Z0D8,,sedol_isin,AMUNDI MSCI ESG BR TR EUR,0.00,0.00,46386.30,0.00,97.00,547.98,EUR
ID-6173A484,BSNQ3R8,IE000FZW9C08,,sedol_isin,BLACKR ISHS EX-UK S HDG £,0.00,0.00,5881.49,0.00,483.00,12.18,GBP
ID-6173A484,BSQL9F0,IE000SZ25OI0,,sedol_isin,XTRCK SP500 WGHT 4C HDG £,0.00,0.00,15397.53,0.00,1825.00,8.44,GBP
ID-6173A484,BYXPR31,LU1586024074,,sedol_isin,BLACKROCK STR ASI PAC Z2£,0.00,0.00,3774.06,0.00,18.00,209.67,GBP
ID-6173A484,BZ1F4Z1,LU1291106513,,sedol_isin,BNPP MSCI PAC EX JAP PRI£,0.00,0.00,9627.54,0.00,39.00,246.86,GBP
ID-6173A484,CASH_GBP,,,sedol_isin,Cash,0.00,13140.19,,0.00,,,GBP
ID-6173A484,IE00BHZPJ239,IE00BHZPJ239,,sedol_isin,ISHS MSCI EM ESG CTB ETF,0.00,0.00,29278.66,0.00,5980.00,6.60,USD
ID-6173A484,TPY0159,LU2533810946,,sedol_isin,BNP JPMESG GL DIV TRACKIH,0.00,0.00,10445.68,0.00,92.00,113.54,GBP
ID-6173A484,TPY0161,LU0303706948,,sedol_isin,GS III EM MKTS ENH IDX I,0.00,0.00,19727.40,0.00,4.45,5973.19,USD
ID-6173A484,TPY0211,IE000QXUHMG1,,sedol_isin,AMUNDI II ALT MA SYS EQ I,0.00,0.00,3343.13,0.00,31.75,105.30,GBP
ID-661F0110,3250330,GB0032503301,,sedol_isin,SVS BROWN SHIP GWTH A DIS,0.00,0.00,492645.35,0.00,137368.70,3.59,GBP
ID-661F0110,BF04783,IE00BF047831,,sedol_isin,FORTEM CAP PRGSV GRWTH A?,0.00,0.00,77840.99,0.00,53502.64,1.45,GBP
ID-661F0110,BFLR220,IE00BFLR2202,,sedol_isin,ATLANTIC HOUSE DEFRET B£,0.00,0.00,80121.03,0.00,35197.92,2.28,GBP
ID-661F0110,BMCDD67,IE00BMCDD674,,sedol_isin,GEMPC ATLN A HDG GBP,0.00,0.00,79694.46,0.00,65221.75,1.22,GBP
ID-661F0110,CASH_GBP,,,sedol_isin,Cash,0.00,3552.75,,0.00,,,GBP
ID-661F0110,TPY0139,IE000B8NX8P7,,sedol_isin,QUINTET DEFINED RETURNS I,0.00,0.00,79330.75,0.00,65000.22,1.22,GBP
ID-69626DDA,0006655,GB0000066554,,sedol_isin,ABERFORTH SMALLER CO.,0.00,0.00,50969.40,0.00,3230.00,15.78,GBP
ID-69626DDA,0237400,GB0002374006,,sedol_isin,DIAGEO,0.00,0.00,13941.75,0.00,870.00,16.03,GBP
ID-69626DDA,0602053,GB0006020530,,sedol_isin,BAILLIE GIFF EM MKT B DIS,0.00,0.00,117771.75,0.00,12750.00,9.24,GBP
ID-69626DDA,0682538,GB0006825383,,sedol_isin,PERSIMMON,0.00,0.00,12081.75,0.00,890.00,13.58,GBP
ID-69626DDA,0709954,GB0007099541,,sedol_isin,PRUDENTIAL,0.00,0.00,30386.48,0.00,2655.00,11.45,GBP
ID-69626DDA,0989529,GB0009895292,,sedol_isin,ASTRAZENECA,0.00,0.00,28269.50,0.00,205.00,137.90,GBP
ID-69626DDA,2000019,US0231351067,,sedol_isin,AMAZON COM,0.00,0.00,58073.31,0.00,339.00,230.82,USD
ID-69626DDA,2046251,US0378331005,,sedol_isin,APPLE,0.00,0.00,45599.20,0.00,226.00,271.86,USD
ID-69626DDA,2073390,US0846707026,,sedol_isin,BERKSHIRE HATHAWAY B,0.00,0.00,38797.39,0.00,104.00,502.65,USD
ID-69626DDA,2270726,US2546871060,,sedol_isin,WALT DISNEY,0.00,0.00,18744.95,0.00,222.00,113.77,USD
ID-69626DDA,2320524,US5184391044,,sedol_isin,ESTEE LAUDER A,0.00,0.00,7305.69,0.00,94.00,104.72,USD
ID-69626DDA,2379504,US67066G1040,,sedol_isin,NVIDIA CORP,0.00,0.00,58134.18,0.00,420.00,186.50,USD
ID-69626DDA,2463247,US4581401001,,sedol_isin,INTEL CORP,0.00,0.00,25742.91,0.00,940.00,36.90,USD
ID-69626DDA,2520153,US00846U1016,,sedol_isin,AGILENT TECHNOLOGIES,0.00,0.00,10098.71,0.00,100.00,136.07,USD
ID-69626DDA,2588173,US5949181045,,sedol_isin,MICROSOFT,0.00,0.00,35533.90,0.00,99.00,483.62,USD
ID-69626DDA,2640147,US6541061031,,sedol_isin,NIKE INC B,0.00,0.00,4255.53,0.00,90.00,63.71,USD
ID-69626DDA,2867719,US8716071076,,sedol_isin,SYNOPSYS,0.00,0.00,18476.44,0.00,53.00,469.72,USD
ID-69626DDA,2886907,US8835561023,,sedol_isin,THERMO FISHER SCIENTIFIC,0.00,0.00,14191.67,0.00,33.00,579.45,USD
ID-69626DDA,3163836,GB0031638363,,sedol_isin,INTERTEK GROUP PLC,0.00,0.00,7170.30,0.00,155.00,46.26,GBP
ID-69626DDA,5497168,DE0007664039,,sedol_isin,VW (PRIV),0.00,0.00,27109.70,0.00,300.00,103.55,EUR
ID-69626DDA,7123870,CH0038863350,,sedol_isin,NESTLE (NOM),0.00,0.00,17731.74,0.00,240.00,78.74,CHF
ID-69626DDA,B082RF1,GB00B082RF11,,sedol_isin,RENTOKIL INITIAL,0.00,0.00,9173.75,0.00,2050.00,4.48,GBP
ID-69626DDA,B15KXQ8,GB00B15KXQ89,,sedol_isin,WISDOMT.ETC-COPPER COM ID,0.00,0.00,54324.53,0.00,1475.00,49.63,USD
ID-69626DDA,B16NNR7,GB00B16NNR78,,sedol_isin,4 1/4 UK TREAS STK DEC27,0.00,0.00,189909.87,0.00,187245.00,1.01,GBP
ID-69626DDA,B24CGK7,GB00B24CGK77,,sedol_isin,RECKITT BENCKISER GROUP,0.00,0.00,22807.60,0.00,380.00,60.02,GBP
ID-69626DDA,B2B0DG9,GB00B2B0DG97,,sedol_isin,RELX PLC,0.00,0.00,14647.00,0.00,485.00,30.20,GBP
ID-69626DDA,B4MR8G8,GB00B4MR8G82,,sedol_isin,FUNDSMITH EQ FUND I DIS,0.00,0.00,98812.27,0.00,15310.00,6.45,GBP
ID-69626DDA,B4WXJK7,IE00B4WXJK79,,sedol_isin,ISHARESIII FTSE UK GIL0-5,0.00,0.00,95448.21,0.00,741.00,128.81,GBP
ID-69626DDA,B5L65R3,IE00B5L65R35,,sedol_isin,ISHS GBP 0-5YR COR BD ETF,0.00,0.00,65803.32,0.00,638.00,103.14,GBP
ID-69626DDA,B616C79,US88160R1014,,sedol_isin,TESLA,0.00,0.00,29037.88,0.00,87.00,449.72,USD
ID-69626DDA,B62H2K4,LU0435534705,,sedol_isin,BRGF SUST ENERGY D4 GBP,0.00,0.00,46499.50,0.00,2825.00,16.46,GBP
ID-69626DDA,B7TL820,US30303M1027,,sedol_isin,META PLATFORMS A,0.00,0.00,33313.14,0.00,68.00,660.09,USD
ID-69626DDA,B80NXX8,US81762P1021,,sedol_isin,SERVICENOW,0.00,0.00,21601.68,0.00,190.00,153.19,USD
ID-69626DDA,B8N44R9,GB00B8N44R93,,sedol_isin,INVESCO PERP ASIAN Z DIS,0.00,0.00,24096.58,0.00,3685.00,6.54,GBP
